/*********************************************
 * OPL 12.9.0.0 Data
 * Author: lizongheng
 * Creation Date: 2020年2月6日 at 下午3:16:33
 *********************************************/
/**
 * 模型的初始输入
 */
//B = 8;//集装箱的总个数：堆垛内和堆垛外的集装箱之和
//H = 3;//堆垛的高度限制
//S = 3;//堆垛的宽度限制
//T_upper = 6;//翻倒次数的上界5
//T_lower = 2;//翻倒次数的下界1
//Br = 3;//堆垛内要取的集装箱个数
//Bs = 2;//堆垛外要存的集装箱个数，记得把Bs[3]约束注释
//B_R = [1 2 3];//堆垛内要取的集装箱集合
//N_B_R = [4 5 6 7 8];//非取的集装箱集合
//B_S = [4 7];//堆垛外要存的集装箱集合
//N_B_S = [1 2 3 5 6 8];//非存的集装箱集合
//C = [
//[0 0 0 0 0 0 0 0 1],
//[0 0 0 0 0 0 0 0 1],
//[0 0 0 0 0 0 0 1 0],
//[0 0 0 0 0 0 0 0 0],
//[1 0 0 0 0 0 0 0 0],
//[0 1 0 0 0 0 0 0 0],
//[0 0 0 0 0 0 0 0 0],
//[0 0 0 0 0 0 0 0 1]];//集装箱初始的相对位置信息

//B = 8;//集装箱的总个数：堆垛内和堆垛外的集装箱之和
//H = 3;//堆垛的高度限制
//S = 3;//堆垛的宽度限制
//T_upper = 6;//翻倒次数的上界5
//T_lower = 2;//翻倒次数的下界1
//Br = 3;//堆垛内要取的集装箱个数
//Bs = 2;//堆垛外要存的集装箱个数
//B_R = [1 2 3];//堆垛内要取的集装箱集合
//N_B_R = [4 5 6 7 8];//非取的集装箱集合
//B_S = [6 7];//堆垛外要存的集装箱集合
//N_B_S = [1 2 3 4 5 8];//非存的集装箱集合
//C = [[0 0 0 0 0 0 0 0 1],
//[0 0 0 0 0 0 0 0 1],
//[1 0 0 0 0 0 0 0 0],
//[0 0 0 0 0 0 0 0 1],
//[0 1 0 0 0 0 0 0 0],
//[0 0 0 0 0 0 0 0 0],
//[0 0 0 0 0 0 0 0 0],
//[0 0 0 1 0 0 0 0 0]];//集装箱初始的相对位置信息

B = 10;//集装箱的总个数：堆垛内和堆垛外的集装箱之和
H = 3;//堆垛的高度限制
S = 4;//堆垛的宽度限制
T_upper = 6;//翻倒次数的上界5
T_lower = 2;//翻倒次数的下界1
Br = 2;//堆垛内要取的集装箱个数
Bs = 4;//堆垛外要存的集装箱个数
B_R = [1 2];//堆垛内要取的集装箱集合
N_B_R = [3 4 5 6 7 8 9 10];//非取的集装箱集合
B_S = [6 9 4 10];//堆垛外要存的集装箱集合
N_B_S = [1 2 3 5 7 8];//非存的集装箱集合
C = [[0 0 0 0 0 0 0 0 0 0 1],
[0 0 0 0 0 0 0 0 0 0 1],
[0 0 0 0 1 0 0 0 0 0 0],
[0 0 0 0 0 0 0 0 0 0 0],
[0 0 0 0 0 0 0 0 0 0 1],
[0 0 0 0 0 0 0 0 0 0 0],
[1 0 0 0 0 0 0 0 0 0 0],
[0 1 0 0 0 0 0 0 0 0 0],
[0 0 0 0 0 0 0 0 0 0 0],
[0 0 0 0 0 0 0 0 0 0 0]];//集装箱初始的相对位置信息

//B = 15;//集装箱的总个数：堆垛内和堆垛外的集装箱之和
//H = 3;//堆垛的高度限制
//S = 5;//堆垛的宽度限制
//T_upper = 10;//翻倒次数的上界10
//T_lower = 2;//翻倒次数的下界1
//Br = 4;//堆垛内要取的集装箱个数
//Bs = 3;//堆垛外要存的集装箱个数
//B_R = [1 2 3 4];//堆垛内要取的集装箱集合
//N_B_R = [5 6 7 8 9 10 11 12 13 14 15];//非取的集装箱集合
//B_S = [7 14 15];//堆垛外要存的集装箱集合
//N_B_S = [1 2 3 4 5 6 8 9 10 11 12 13];//非存的集装箱集合
////    1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6
//C = [[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ],//1
//     [0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],//2
//     [0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 ],//3
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ],//4
//     [0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ],//5
//     [0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],//6
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],//7
//     [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],//8
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ],//9
//     [0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],//10
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ],//11
//     [0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 ],//12
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ],//13
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],//14
//     [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],//15
//];//集装箱初始的相对位置信息

//B = 15;//集装箱的总个数：堆垛内和堆垛外的集装箱之和
//H = 3;//堆垛的高度限制
//S = 6;//堆垛的宽度限制
//T_upper = 10;//翻倒次数的上界10
//T_lower = 2;//翻倒次数的下界1


